utc_timestamp,BE,DE,FR,GB,LU
2015-01-03 23:00:00,17786,101158,76939,61340,1540
2015-01-04 00:00:00,14850,81148,63016,47807,1235
2015-01-04 01:00:00,13731,75294,59950,44783,1146
2015-01-04 02:00:00,13098,78335,57083,42754,1192
2015-01-04 03:00:00,14385,86105,61312,46459,1311
2015-01-04 04:00:00,14624,87090,61461,45999,1326
2015-01-04 05:00:00,15068,88718,63670,46505,1351
2015-01-04 06:00:00,15432,88322,65136,46571,1345
2015-01-04 07:00:00,15858,90972,67308,48061,1385
2015-01-04 08:00:00,16029,92350,67595,48762,1406
2015-01-04 09:00:00,16321,95778,69253,51453,1458
2015-01-04 10:00:00,16045,97371,68995,53867,1482
2015-01-04 11:00:00,16005,98563,68213,54912,1500
2015-01-04 12:00:00,17330,106962,74805,61882,1628
2015-01-04 13:00:00,16874,105029,71539,62162,1599
2015-01-04 14:00:00,16650,99783,69818,62096,1519
2015-01-04 15:00:00,16949,100781,71108,63907,1534
2015-01-04 16:00:00,19828,119687,84523,76137,1822
2015-01-04 17:00:00,24630,151077,109283,97257,2300
2015-01-04 18:00:00,28019,172467,127195,112089,2626
2015-01-04 19:00:00,26193,157271,117955,101002,2395
2015-01-04 20:00:00,23285,136432,103881,86479,2077
2015-01-04 21:00:00,21566,125073,95509,77303,1904
2015-01-04 22:00:00,20390,116520,91976,68935,1774
2015-01-04 23:00:00,18440,102998,83371,60021,1568
2015-01-05 00:00:00,15264,82818,68042,45707,1261
2015-01-05 01:00:00,14290,77150,64910,42714,1174
2015-01-05 02:00:00,13796,74992,62822,40859,1142
2015-01-05 03:00:00,15488,84988,70176,43338,1294
2015-01-05 04:00:00,15825,87803,72008,45957,1337
2015-01-05 05:00:00,17812,100166,82652,48750,1525
2015-01-05 06:00:00,19825,110337,91864,50869,1680
2015-01-05 07:00:00,20069,111602,91759,53086,1699
2015-01-05 08:00:00,19757,110835,88559,57092,1687
2015-01-05 09:00:00,19004,106772,84258,57607,1625
2015-01-05 10:00:00,18184,103643,80372,57092,1578
2015-01-05 11:00:00,17763,108555,78446,56891,1653
2015-01-05 12:00:00,18801,112321,84629,63894,1710
2015-01-05 13:00:00,19355,115135,85459,65754,1753
2015-01-05 14:00:00,19507,115751,84459,66128,1762
2015-01-05 15:00:00,19788,118110,85276,67359,1798
2015-01-05 16:00:00,22545,138763,100460,78848,2113
2015-01-05 17:00:00,27412,171912,127998,100021,2617
2015-01-05 18:00:00,29297,185946,140741,111429,2831
2015-01-05 19:00:00,26471,166915,126577,100134,2541
2015-01-05 20:00:00,23651,145642,111721,87076,2217
2015-01-05 21:00:00,21685,132755,101958,77809,2021
2015-01-05 22:00:00,21003,124196,99243,69886,1891
2015-01-05 23:00:00,19232,109141,89771,60744,1662
2015-01-06 00:00:00,16196,88548,73701,46168,1348
2015-01-06 01:00:00,15257,82491,70317,43173,1256
2015-01-06 02:00:00,14810,80173,68303,41334,1220
2015-01-06 03:00:00,16697,91187,76459,43774,1388
2015-01-06 04:00:00,17155,93692,78305,42884,1426
2015-01-06 05:00:00,19345,105465,89447,45560,1606
2015-01-06 06:00:00,21401,114627,98809,47563,1745
2015-01-06 07:00:00,21358,114383,97818,50270,1741
2015-01-06 08:00:00,20903,111979,93812,54756,1705
2015-01-06 09:00:00,19839,106741,88394,55759,1625
2015-01-06 10:00:00,18946,103152,84122,55387,1570
2015-01-06 11:00:00,18480,103901,82239,55253,1582
2015-01-06 12:00:00,19515,111574,88160,62261,1699
2015-01-06 13:00:00,20147,113785,88973,64237,1732
2015-01-06 14:00:00,20382,114248,88152,65024,1739
2015-01-06 15:00:00,20758,117628,88860,66927,1791
2015-01-06 16:00:00,23551,139532,103338,80167,2124
2015-01-06 17:00:00,28058,173364,128709,100075,2640
2015-01-06 18:00:00,29486,186673,139787,113158,2842
2015-01-06 19:00:00,26208,167293,124798,102167,2547
2015-01-06 20:00:00,23095,146038,109209,89205,2223
2015-01-06 21:00:00,20933,132730,99087,79891,2021
2015-01-06 22:00:00,20164,123455,95922,71831,1880
2015-01-06 23:00:00,18668,108572,87240,62057,1653
2015-01-07 00:00:00,13929,74094,62313,37760,1128
2015-01-07 01:00:00,12870,67513,58973,34539,1028
2015-01-07 02:00:00,12663,67455,58145,34232,1027
2015-01-07 03:00:00,14407,79823,66697,39074,1215
2015-01-07 04:00:00,14918,83711,69812,39525,1274
2015-01-07 05:00:00,17035,96970,81344,45085,1476
2015-01-07 06:00:00,19176,110790,92201,46874,1687
2015-01-07 07:00:00,19686,114349,93738,51974,1741
2015-01-07 08:00:00,19427,113079,90369,60602,1722
2015-01-07 09:00:00,18556,108837,85251,63973,1657
2015-01-07 10:00:00,17854,106722,81270,62669,1625
2015-01-07 11:00:00,17766,106843,79790,62294,1627
2015-01-07 12:00:00,18235,111826,82441,65954,1702
2015-01-07 13:00:00,18851,116330,83971,68955,1771
2015-01-07 14:00:00,19125,117877,83757,69803,1795
2015-01-07 15:00:00,19222,117677,82978,69167,1792
2015-01-07 16:00:00,20351,124042,88039,71136,1888
2015-01-07 17:00:00,21943,131811,96007,75571,2007
2015-01-07 18:00:00,20983,124439,92879,72250,1895
2015-01-07 19:00:00,19323,115268,85337,66935,1755
2015-01-07 20:00:00,18510,109025,80269,63575,1660
2015-01-07 21:00:00,17471,103084,75708,59218,1569
2015-01-07 22:00:00,16949,96743,74335,53119,1473
2015-01-07 23:00:00,16170,83583,67211,46230,1272
2015-01-08 00:00:00,14676,75738,60861,41151,1153
2015-01-08 01:00:00,13601,69178,57146,37910,1053
2015-01-08 02:00:00,13288,74523,56014,37660,1134
2015-01-08 03:00:00,14808,83373,62889,41356,1269
2015-01-08 04:00:00,15086,89269,64812,42082,1359
2015-01-08 05:00:00,16714,98073,73950,45851,1493
2015-01-08 06:00:00,18300,108475,83042,50271,1651
2015-01-08 07:00:00,18882,113931,83956,54623,1735
2015-01-08 08:00:00,18698,115053,80631,59777,1752
2015-01-08 09:00:00,18244,112001,76915,60932,1705
2015-01-08 10:00:00,17907,110429,76447,60867,1681
2015-01-08 11:00:00,17949,110989,76905,61105,1690
2015-01-08 12:00:00,17752,115740,79685,64684,1762
2015-01-08 13:00:00,18495,121511,78020,67417,1850
2015-01-08 14:00:00,18646,123035,76508,67895,1873
2015-01-08 15:00:00,18539,119876,75479,67972,1825
2015-01-08 16:00:00,19093,118477,78868,71833,1804
2015-01-08 17:00:00,20448,123029,86191,77891,1873
2015-01-08 18:00:00,19790,118268,84612,73538,1801
2015-01-08 19:00:00,18272,113956,78219,71115,1735
2015-01-08 20:00:00,17329,108037,73843,67944,1645
2015-01-08 21:00:00,16394,102248,69706,63019,1557
2015-01-08 22:00:00,16055,95771,68835,56499,1458
2015-01-08 23:00:00,14857,84658,63065,48307,1289
2015-01-09 00:00:00,15420,91488,66988,52277,1393
2015-01-09 01:00:00,15006,85924,63724,48678,1308
2015-01-09 02:00:00,13750,82845,60935,46262,1261
2015-01-09 03:00:00,15276,89186,64786,47535,1358
2015-01-09 04:00:00,15348,90638,65009,45806,1380
2015-01-09 05:00:00,16688,98963,71840,47111,1507
2015-01-09 06:00:00,17730,108432,77856,48861,1651
2015-01-09 07:00:00,17813,111124,77815,51797,1692
2015-01-09 08:00:00,17754,112591,76771,56912,1714
2015-01-09 09:00:00,17344,110317,73778,58346,1679
2015-01-09 10:00:00,16944,108743,72658,57615,1655
2015-01-09 11:00:00,16862,108398,71368,56837,1650
2015-01-09 12:00:00,17719,117131,76725,63353,1783
2015-01-09 13:00:00,17800,117823,75702,64975,1794
2015-01-09 14:00:00,17716,117019,73276,65486,1782
2015-01-09 15:00:00,17899,117998,71135,66645,1796
2015-01-09 16:00:00,20143,133911,81852,76483,2039
2015-01-09 17:00:00,24087,160242,103804,89638,2440
2015-01-09 18:00:00,25523,171446,116621,101333,2610
2015-01-09 19:00:00,22838,153736,104048,89779,2341
2015-01-09 20:00:00,19782,136319,89581,77829,2075
2015-01-09 21:00:00,18516,123224,80714,73134,1876
2015-01-09 22:00:00,17886,113924,77993,66211,1734
2015-01-09 23:00:00,17167,100991,72906,60284,1537
2015-01-10 00:00:00,14675,85926,63034,47952,1308
2015-01-10 01:00:00,13083,80127,59985,45422,1220
2015-01-10 02:00:00,12213,75898,56183,42824,1155
2015-01-10 03:00:00,12101,76852,55660,41864,1170
2015-01-10 04:00:00,12927,75679,54632,40369,1152
2015-01-10 05:00:00,13124,75472,55784,39584,1149
2015-01-10 06:00:00,13299,75880,57228,39339,1155
2015-01-10 07:00:00,13749,79358,59522,41271,1208
2015-01-10 08:00:00,14449,83182,60569,44697,1266
2015-01-10 09:00:00,15202,87920,62627,50170,1338
2015-01-10 10:00:00,15562,90085,62235,54110,1371
2015-01-10 11:00:00,15626,91702,61809,56227,1396
2015-01-10 12:00:00,16816,100718,68438,64032,1533
2015-01-10 13:00:00,16039,99353,66250,64501,1513
2015-01-10 14:00:00,16042,98836,65599,64972,1505
2015-01-10 15:00:00,16628,100991,66542,66800,1537
2015-01-10 16:00:00,18905,117589,73574,78184,1790
2015-01-10 17:00:00,23322,141981,96456,95567,2162
2015-01-10 18:00:00,25947,163139,113156,106570,2484
2015-01-10 19:00:00,24082,149115,103556,96970,2270
2015-01-10 20:00:00,21281,129311,90272,82578,1969
2015-01-10 21:00:00,19767,118994,82940,77412,1812
2015-01-10 22:00:00,18998,111447,80931,72620,1697
2015-01-10 23:00:00,17681,105305,75331,64963,1603
2015-01-11 00:00:00,15482,86260,61165,51647,1313
2015-01-11 01:00:00,14561,80910,58000,48643,1232
2015-01-11 02:00:00,13400,78014,54931,46306,1188
2015-01-11 03:00:00,14695,85027,58473,48619,1294
2015-01-11 04:00:00,15438,86283,58629,47588,1313
2015-01-11 05:00:00,15619,88010,60828,47338,1340
2015-01-11 06:00:00,15743,87680,62574,47122,1335
2015-01-11 07:00:00,15794,90445,65031,48436,1377
2015-01-11 08:00:00,16005,92241,67308,49449,1404
2015-01-11 09:00:00,16578,96579,70999,52572,1470
2015-01-11 10:00:00,17328,99439,70971,55217,1514
2015-01-11 11:00:00,17399,101106,71341,59862,1539
2015-01-11 12:00:00,18738,109607,75966,66274,1669
2015-01-11 13:00:00,18444,108027,72859,66944,1645
2015-01-11 14:00:00,17524,107148,68954,67436,1631
2015-01-11 15:00:00,17623,108888,69637,68682,1658
2015-01-11 16:00:00,19119,124030,81433,79168,1888
2015-01-11 17:00:00,23897,153836,105663,99436,2342
2015-01-11 18:00:00,26201,168899,123393,108485,2572
2015-01-11 19:00:00,24171,153378,113783,97551,2335
2015-01-11 20:00:00,21250,138464,99481,89095,2108
2015-01-11 21:00:00,19411,127018,90945,80156,1934
2015-01-11 22:00:00,18409,119138,87446,72043,1814
2015-01-11 23:00:00,17704,107080,80064,63501,1630
2015-01-12 00:00:00,14885,88167,65395,49273,1342
2015-01-12 01:00:00,13974,83163,62530,46471,1266
2015-01-12 02:00:00,13361,80286,60026,44704,1222
2015-01-12 03:00:00,14099,86449,65083,46790,1316
2015-01-12 04:00:00,14261,87796,66363,45675,1337
2015-01-12 05:00:00,15703,97394,75363,47788,1483
2015-01-12 06:00:00,17431,108842,83514,49553,1657
2015-01-12 07:00:00,18026,112708,83930,52101,1716
2015-01-12 08:00:00,18065,112982,83311,57064,1720
2015-01-12 09:00:00,17701,111241,80970,58271,1694
2015-01-12 10:00:00,17384,111602,77461,58090,1699
2015-01-12 11:00:00,17399,111676,75824,58511,1700
2015-01-12 12:00:00,18578,121314,81193,65891,1847
2015-01-12 13:00:00,19007,123693,80835,67877,1883
2015-01-12 14:00:00,18983,123666,77894,68741,1883
2015-01-12 15:00:00,19096,124702,75880,70324,1899
2015-01-12 16:00:00,20631,140725,88550,82086,2143
2015-01-12 17:00:00,24793,163788,113482,102187,2494
2015-01-12 18:00:00,26814,178739,127126,111359,2721
2015-01-12 19:00:00,24219,160868,114116,99639,2449
2015-01-12 20:00:00,21373,146283,99648,85985,2227
2015-01-12 21:00:00,19553,133591,90446,80294,2034
2015-01-12 22:00:00,18863,123964,87968,74725,1887
2015-01-12 23:00:00,18165,110955,80899,65844,1689
2015-01-13 00:00:00,15335,91335,65959,51481,1390
2015-01-13 01:00:00,14268,85445,62836,48702,1301
2015-01-13 02:00:00,13604,82277,60015,44573,1252
2015-01-13 03:00:00,13968,87451,63138,49948,1331
2015-01-13 04:00:00,14001,88968,63733,49626,1354
2015-01-13 05:00:00,15197,97415,70897,52576,1483
2015-01-13 06:00:00,16630,107752,78428,55035,1640
2015-01-13 07:00:00,17189,111695,79609,58538,1700
2015-01-13 08:00:00,17177,112730,79352,60174,1716
2015-01-13 09:00:00,16958,108981,77656,61110,1659
2015-01-13 10:00:00,16753,106826,74341,62949,1626
2015-01-13 11:00:00,16928,106005,72986,62191,1614
2015-01-13 12:00:00,17591,114874,78522,69525,1749
2015-01-13 13:00:00,18110,115699,78458,72337,1761
2015-01-13 14:00:00,18176,115650,74681,70982,1761
2015-01-13 15:00:00,18245,117816,74012,68871,1794
2015-01-13 16:00:00,20330,135079,85996,80756,2057
2015-01-13 17:00:00,24565,160178,110049,98803,2439
2015-01-13 18:00:00,26740,175947,124303,111421,2679
2015-01-13 19:00:00,24141,158172,111724,100450,2408
2015-01-13 20:00:00,21448,137265,97398,87975,2090
2015-01-13 21:00:00,19714,124461,88474,79244,1895
2015-01-13 22:00:00,19103,115495,86153,77655,1758
2015-01-13 23:00:00,17883,103174,79505,68515,1571
2015-01-14 00:00:00,13817,70193,55289,44186,1068
2015-01-14 01:00:00,12901,64563,52104,40735,983
2015-01-14 02:00:00,12044,64402,51189,40570,980
2015-01-14 03:00:00,14245,77421,57567,46168,1179
2015-01-14 04:00:00,14751,84097,60243,47262,1280
2015-01-14 05:00:00,16614,93412,69673,52101,1422
2015-01-14 06:00:00,17827,105676,79125,56267,1609
2015-01-14 07:00:00,18300,111947,81142,59573,1704
2015-01-14 08:00:00,18362,114078,78772,64546,1737
2015-01-14 09:00:00,18513,111405,76723,64699,1696
2015-01-14 10:00:00,18182,111574,76850,63622,1699
2015-01-14 11:00:00,18341,112644,75791,62586,1715
2015-01-14 12:00:00,18995,117457,78270,65452,1788
2015-01-14 13:00:00,19685,121994,77161,71832,1857
2015-01-14 14:00:00,19683,117999,75946,73337,1796
2015-01-14 15:00:00,18973,115896,75023,73564,1764
2015-01-14 16:00:00,19642,120373,79338,72553,1833
2015-01-14 17:00:00,21429,127002,87694,76925,1934
2015-01-14 18:00:00,20691,120941,85700,77305,1841
2015-01-14 19:00:00,19095,112956,78823,71679,1720
2015-01-14 20:00:00,18002,107475,74102,67814,1636
2015-01-14 21:00:00,17500,101964,69293,62606,1552
2015-01-14 22:00:00,16995,95316,68087,55925,1451
2015-01-14 23:00:00,15612,82844,62056,47711,1261
2015-01-15 00:00:00,14196,75234,56282,42172,1145
2015-01-15 01:00:00,13049,69237,52957,38594,1054
2015-01-15 02:00:00,13199,70505,52914,38003,1073
2015-01-15 03:00:00,13707,85441,57239,41958,1301
2015-01-15 04:00:00,13788,88316,58734,43137,1344
2015-01-15 05:00:00,15245,98695,66614,47474,1502
2015-01-15 06:00:00,16259,110831,74947,49386,1687
2015-01-15 07:00:00,16947,114700,76748,56636,1746
2015-01-15 08:00:00,16987,113764,74215,62222,1732
2015-01-15 09:00:00,17236,110747,71698,62606,1686
2015-01-15 10:00:00,16999,110527,73776,61497,1683
2015-01-15 11:00:00,17105,110283,73649,60988,1679
2015-01-15 12:00:00,17506,114494,76385,64379,1743
2015-01-15 13:00:00,18112,117576,77612,67639,1790
2015-01-15 14:00:00,18335,117963,75927,69262,1796
2015-01-15 15:00:00,18312,116996,72493,69335,1781
2015-01-15 16:00:00,18680,120199,75243,72541,1830
2015-01-15 17:00:00,19729,125450,81464,77421,1910
2015-01-15 18:00:00,19117,119734,80242,71929,1823
2015-01-15 19:00:00,17780,112062,74237,67432,1706
2015-01-15 20:00:00,17102,106462,70507,66221,1621
2015-01-15 21:00:00,16327,100942,66164,62038,1537
2015-01-15 22:00:00,16195,94761,65720,55181,1443
2015-01-15 23:00:00,15162,84332,60496,47680,1284
2015-01-16 00:00:00,15760,91504,64718,52101,1393
2015-01-16 01:00:00,14906,85904,61659,49056,1308
2015-01-16 02:00:00,14342,77151,58848,47343,1174
2015-01-16 03:00:00,15289,84698,62800,50179,1289
2015-01-16 04:00:00,15532,85117,63724,49990,1296
2015-01-16 05:00:00,16520,95265,71699,53503,1450
2015-01-16 06:00:00,18230,106573,79308,56490,1622
2015-01-16 07:00:00,18565,110450,80503,59205,1681
2015-01-16 08:00:00,18333,110001,78131,64116,1675
2015-01-16 09:00:00,17726,112108,75502,64546,1707
2015-01-16 10:00:00,17312,110817,73190,63587,1687
2015-01-16 11:00:00,16952,110231,72359,62867,1678
2015-01-16 12:00:00,17873,112921,78838,66284,1719
2015-01-16 13:00:00,18116,114338,79495,68034,1741
2015-01-16 14:00:00,17993,114200,79141,68447,1739
2015-01-16 15:00:00,18353,116147,80202,66070,1768
2015-01-16 16:00:00,21383,133740,94035,78699,2036
2015-01-16 17:00:00,26514,165517,119063,101980,2520
2015-01-16 18:00:00,28420,180252,131378,114825,2744
2015-01-16 19:00:00,25533,161857,117793,103450,2464
2015-01-16 20:00:00,22655,141287,103350,90293,2151
2015-01-16 21:00:00,20640,128583,94367,81317,1958
2015-01-16 22:00:00,20007,119887,92134,73922,1825
2015-01-16 23:00:00,18548,106594,83882,64560,1623
2015-01-17 00:00:00,15597,86535,68442,50151,1317
2015-01-17 01:00:00,14541,80815,65107,46732,1230
2015-01-17 02:00:00,14000,78043,62663,44812,1188
2015-01-17 03:00:00,15566,85819,69371,49177,1306
2015-01-17 04:00:00,15876,87127,70513,48535,1326
2015-01-17 05:00:00,16443,89155,74208,48815,1357
2015-01-17 06:00:00,17011,90522,77116,48852,1378
2015-01-17 07:00:00,17685,95483,80790,50842,1454
2015-01-17 08:00:00,18129,98607,81760,52683,1501
2015-01-17 09:00:00,18122,102051,82355,57890,1554
2015-01-17 10:00:00,17714,103128,80438,60006,1570
2015-01-17 11:00:00,17886,102047,77964,61660,1554
2015-01-17 12:00:00,18185,108972,83327,67294,1659
2015-01-17 13:00:00,17987,106659,79724,68988,1624
2015-01-17 14:00:00,17629,105204,77713,66010,1602
2015-01-17 15:00:00,17716,107676,78270,63637,1639
2015-01-17 16:00:00,20563,125850,91112,74616,1916
2015-01-17 17:00:00,25117,157105,116357,95162,2392
2015-01-17 18:00:00,28201,178576,134007,112143,2719
2015-01-17 19:00:00,25891,162939,123285,101917,2481
2015-01-17 20:00:00,22799,140745,108090,87218,2143
2015-01-17 21:00:00,20910,128896,99560,78363,1962
2015-01-17 22:00:00,19872,119768,96052,70754,1823
2015-01-17 23:00:00,18285,105730,87231,62657,1610
2015-01-18 00:00:00,15288,85114,71409,49017,1296
2015-01-18 01:00:00,14275,79431,67818,45905,1209
2015-01-18 02:00:00,13808,76610,65197,43838,1166
2015-01-18 03:00:00,15152,86020,72745,47141,1309
2015-01-18 04:00:00,15282,86937,73207,48349,1323
2015-01-18 05:00:00,15674,88564,76119,48462,1348
2015-01-18 06:00:00,15938,88482,77764,46776,1347
2015-01-18 07:00:00,16314,91623,80088,48494,1395
2015-01-18 08:00:00,16611,93136,80196,49601,1418
2015-01-18 09:00:00,17204,96351,80952,53107,1467
2015-01-18 10:00:00,17422,98162,80525,56093,1494
2015-01-18 11:00:00,17260,99095,78359,58716,1509
2015-01-18 12:00:00,18340,106851,84064,63465,1627
2015-01-18 13:00:00,17892,104097,80209,65395,1585
2015-01-18 14:00:00,17558,102615,78119,63325,1562
2015-01-18 15:00:00,17801,105048,78594,64655,1599
2015-01-18 16:00:00,20054,123219,91035,76068,1876
2015-01-18 17:00:00,24463,155113,115350,97640,2362
2015-01-18 18:00:00,27729,177350,133253,114843,2700
2015-01-18 19:00:00,25675,162362,123481,104413,2472
2015-01-18 20:00:00,22898,141541,108602,90057,2155
2015-01-18 21:00:00,21163,130546,99788,81279,1988
2015-01-18 22:00:00,20115,122569,95974,73080,1866
2015-01-18 23:00:00,18456,108424,86878,63292,1651
2015-01-19 00:00:00,15466,87800,71304,48326,1337
2015-01-19 01:00:00,14506,82336,68013,45408,1253
2015-01-19 02:00:00,14163,80361,65989,44102,1223
2015-01-19 03:00:00,15829,91856,73774,48830,1398
2015-01-19 04:00:00,16231,94878,75514,49078,1444
2015-01-19 05:00:00,18377,108265,86478,53846,1648
2015-01-19 06:00:00,20365,121347,95379,57431,1847
2015-01-19 07:00:00,20465,123431,94888,59786,1879
2015-01-19 08:00:00,20200,120585,91173,64071,1836
2015-01-19 09:00:00,19284,114542,86567,63635,1744
2015-01-19 10:00:00,18559,111249,82991,62210,1694
2015-01-19 11:00:00,18244,110165,81785,61041,1677
2015-01-19 12:00:00,19347,119360,88517,67464,1817
2015-01-19 13:00:00,20177,122745,90471,69432,1869
2015-01-19 14:00:00,20307,123627,90252,70019,1882
2015-01-19 15:00:00,20543,126222,91201,71468,1922
2015-01-19 16:00:00,23208,145317,105258,84501,2212
2015-01-19 17:00:00,28091,177925,131021,107464,2709
2015-01-19 18:00:00,30000,191831,143271,119412,2921
2015-01-19 19:00:00,26941,172680,128369,106881,2629
2015-01-19 20:00:00,24014,151547,113072,93917,2307
2015-01-19 21:00:00,21955,138384,103207,84813,2107
2015-01-19 22:00:00,21245,128550,100372,76748,1957
2015-01-19 23:00:00,19473,113007,90729,66577,1720
2015-01-20 00:00:00,16326,92393,74567,51336,1407
2015-01-20 01:00:00,15207,86494,71543,48186,1317
2015-01-20 02:00:00,14815,84053,69467,46748,1279
2015-01-20 03:00:00,16567,94872,77811,51739,1444
2015-01-20 04:00:00,16984,97344,79722,51656,1482
2015-01-20 05:00:00,19124,109817,91131,56216,1672
2015-01-20 06:00:00,21099,121918,100584,59420,1856
2015-01-20 07:00:00,21116,123772,99737,61306,1884
2015-01-20 08:00:00,20556,121351,95573,65262,1847
2015-01-20 09:00:00,19477,115829,89876,64270,1763
2015-01-20 10:00:00,18657,112774,85612,62582,1717
2015-01-20 11:00:00,18217,111687,83573,61478,1700
2015-01-20 12:00:00,19205,121079,89803,67842,1843
2015-01-20 13:00:00,19780,124742,91482,69681,1899
2015-01-20 14:00:00,19938,125598,91270,70213,1912
2015-01-20 15:00:00,20223,127739,92245,71590,1945
2015-01-20 16:00:00,23244,146819,107718,84374,2235
2015-01-20 17:00:00,28378,179992,135189,106533,2741
2015-01-20 18:00:00,30431,193321,147592,117788,2943
2015-01-20 19:00:00,27463,173919,132281,105875,2648
2015-01-20 20:00:00,24551,153219,116735,92999,2333
2015-01-20 21:00:00,22595,139992,106575,83702,2131
2015-01-20 22:00:00,21866,130183,103377,75410,1982
2015-01-20 23:00:00,19866,114629,92967,65252,1745
2015-01-21 00:00:00,14927,80163,66930,40368,1220
2015-01-21 01:00:00,13864,73797,63830,36915,1123
2015-01-21 02:00:00,13615,73887,63399,36966,1125
2015-01-21 03:00:00,15880,88953,74413,42875,1354
2015-01-21 04:00:00,16479,93694,77658,43897,1426
2015-01-21 05:00:00,18846,108921,90442,49000,1658
2015-01-21 06:00:00,20971,123395,100898,53353,1879
2015-01-21 07:00:00,21097,126145,100343,56760,1920
2015-01-21 08:00:00,20547,122974,96266,61397,1872
2015-01-21 09:00:00,19546,116331,90450,61464,1771
2015-01-21 10:00:00,18765,112748,86318,60915,1716
2015-01-21 11:00:00,18481,111702,84618,61118,1701
2015-01-21 12:00:00,18900,116201,87462,65033,1769
2015-01-21 13:00:00,19757,121183,90330,68568,1845
2015-01-21 14:00:00,20007,122835,90597,70013,1870
2015-01-21 15:00:00,20064,123185,89775,69774,1875
2015-01-21 16:00:00,21557,130855,95630,72755,1992
2015-01-21 17:00:00,23557,139547,105212,77444,2125
