utc_timestamp,NL1 0,NL1 1,NL1 2,NL1 3,NL1 4,NL1 5
2015-01-04 04:00:00,5513,3176,2338,5717,773,5127
2015-01-04 05:00:00,5594,3211,2406,5865,782,5287
2015-01-04 06:00:00,5607,3227,2442,5936,784,5398
2015-01-04 07:00:00,5510,3204,2405,5852,776,5366
2015-01-04 08:00:00,5483,3186,2356,5758,770,5264
2015-01-04 09:00:00,5731,3303,2521,5907,811,5474
2015-01-04 10:00:00,5872,3329,2556,6001,816,5542
2015-01-04 11:00:00,5994,3354,2586,6090,821,5599
2015-01-04 12:00:00,6006,3327,2540,6078,809,5550
2015-01-04 13:00:00,6100,3358,2591,6172,819,5635
2015-01-04 14:00:00,6202,3406,2673,6296,834,5764
2015-01-04 15:00:00,6349,3477,2796,6484,858,5957
2015-01-04 16:00:00,6613,3572,2946,6771,886,6220
2015-01-04 17:00:00,6937,3593,2978,7105,876,6388
2015-01-04 18:00:00,7152,3661,3081,7339,893,6576
2015-01-04 19:00:00,7046,3634,3038,7264,886,6494
2015-01-04 20:00:00,6780,3555,2910,6984,866,6248
2015-01-04 21:00:00,6584,3493,2809,6754,851,6041
2015-01-04 22:00:00,6325,3414,2685,6493,832,5786
2015-01-04 23:00:00,5941,3295,2498,6068,802,5419
2015-01-05 00:00:00,5880,3260,2449,5994,792,5327
2015-01-05 01:00:00,5577,3160,2298,5700,765,5077
2015-01-05 02:00:00,5458,3133,2262,5620,758,5016
2015-01-05 03:00:00,5492,3157,2307,5685,766,5088
2015-01-05 04:00:00,5602,3210,2400,5823,784,5244
2015-01-05 05:00:00,5780,3271,2509,6040,799,5482
2015-01-05 06:00:00,6125,3376,2681,6342,828,5841
2015-01-05 07:00:00,6941,3594,3027,6898,892,6503
2015-01-05 08:00:00,7986,3855,3443,7571,974,7240
2015-01-05 09:00:00,8242,3921,3535,7702,993,7394
2015-01-05 10:00:00,8253,3922,3533,7685,995,7382
2015-01-05 11:00:00,8308,3933,3550,7711,998,7410
2015-01-05 12:00:00,8125,3887,3472,7596,983,7269
2015-01-05 13:00:00,8206,3908,3510,7653,990,7335
2015-01-05 14:00:00,8271,3929,3546,7724,996,7401
2015-01-05 15:00:00,8272,3936,3561,7790,996,7434
2015-01-05 16:00:00,8121,3912,3510,7797,980,7361
2015-01-05 17:00:00,8123,3931,3515,7984,973,7378
2015-01-05 18:00:00,8216,3964,3557,8156,977,7447
2015-01-05 19:00:00,8099,3927,3496,8053,967,7330
2015-01-05 20:00:00,7594,3781,3256,7571,929,6868
2015-01-05 21:00:00,7073,3633,3017,7083,890,6407
2015-01-05 22:00:00,6570,3485,2785,6646,851,5958
2015-01-05 23:00:00,6112,3330,2543,6177,808,5519
2015-01-06 00:00:00,5799,3224,2386,5887,780,5232
2015-01-06 01:00:00,5505,3140,2259,5606,758,5007
2015-01-06 02:00:00,5409,3116,2228,5543,752,4958
2015-01-06 03:00:00,5433,3128,2252,5595,756,5008
2015-01-06 04:00:00,5520,3173,2333,5722,770,5147
2015-01-06 05:00:00,5733,3261,2487,5987,796,5438
2015-01-06 06:00:00,6106,3374,2676,6322,826,5837
2015-01-06 07:00:00,7002,3614,3058,6929,898,6562
2015-01-06 08:00:00,8050,3878,3473,7582,981,7290
2015-01-06 09:00:00,8263,3930,3544,7660,998,7401
2015-01-06 10:00:00,8284,3930,3541,7634,1000,7384
2015-01-06 11:00:00,8298,3929,3538,7616,1000,7374
2015-01-06 12:00:00,8080,3873,3445,7482,981,7207
2015-01-06 13:00:00,8215,3908,3507,7601,992,7317
2015-01-06 14:00:00,8296,3933,3552,7699,999,7400
2015-01-06 15:00:00,8329,3950,3582,7805,1001,7466
2015-01-06 16:00:00,8195,3931,3540,7832,987,7412
2015-01-06 17:00:00,8165,3942,3534,8002,978,7405
2015-01-06 18:00:00,8244,3973,3570,8173,981,7465
2015-01-06 19:00:00,8107,3932,3501,8047,970,7329
2015-01-06 20:00:00,7665,3800,3287,7602,936,6920
2015-01-06 21:00:00,7320,3756,3210,7270,936,6673
2015-01-06 22:00:00,6694,3564,2907,6735,881,6111
2015-01-06 23:00:00,6222,3413,2672,6260,840,5673
2015-01-07 00:00:00,5926,3314,2523,5990,814,5391
2015-01-07 01:00:00,5572,3198,2343,5651,781,5093
2015-01-07 02:00:00,5388,3124,2231,5506,756,4934
2015-01-07 03:00:00,5404,3141,2266,5554,762,4991
2015-01-07 04:00:00,5496,3185,2344,5678,776,5127
2015-01-07 05:00:00,5666,3244,2450,5893,792,5359
2015-01-07 06:00:00,5992,3344,2616,6171,818,5712
2015-01-07 07:00:00,6825,3561,2965,6729,883,6382
2015-01-07 08:00:00,7882,3827,3381,7392,966,7113
2015-01-07 09:00:00,8039,3863,3427,7415,978,7175
2015-01-07 10:00:00,8214,3953,3562,7519,1014,7340
2015-01-07 11:00:00,8219,3943,3547,7495,1011,7311
2015-01-07 12:00:00,8030,3892,3458,7376,993,7152
2015-01-07 13:00:00,8195,3941,3539,7515,1009,7287
2015-01-07 14:00:00,8343,3991,3622,7679,1024,7431
2015-01-07 15:00:00,8421,4033,3693,7822,1035,7554
2015-01-07 16:00:00,8356,4045,3700,7917,1032,7574
2015-01-07 17:00:00,8137,3928,3498,7933,974,7318
2015-01-07 18:00:00,8226,3964,3542,8121,978,7394
2015-01-07 19:00:00,8061,3916,3467,7990,965,7251
2015-01-07 20:00:00,7585,3778,3245,7530,930,6830
2015-01-07 21:00:00,7110,3635,3022,7090,892,6407
2015-01-07 22:00:00,6653,3503,2811,6696,857,5999
2015-01-07 23:00:00,6796,3890,2697,6325,983,5975
2015-01-08 00:00:00,6894,4141,2623,6092,1064,5958
2015-01-08 01:00:00,6713,4090,2468,5788,1064,5681
2015-01-08 02:00:00,6665,4098,2479,5748,1071,5681
2015-01-08 03:00:00,6668,4107,2510,5783,1074,5733
2015-01-08 04:00:00,6712,4136,2592,5891,1079,5869
2015-01-08 05:00:00,6688,4135,2691,6029,1074,6060
2015-01-08 06:00:00,6508,3721,2815,6302,943,6103
2015-01-08 07:00:00,7051,3671,3134,6832,926,6598
2015-01-08 08:00:00,8102,3934,3549,7499,1008,7331
2015-01-08 09:00:00,8337,3990,3626,7617,1024,7461
2015-01-08 10:00:00,8369,3992,3628,7617,1026,7460
2015-01-08 11:00:00,8440,4009,3655,7663,1031,7511
2015-01-08 12:00:00,8315,3980,3604,7609,1020,7417
2015-01-08 13:00:00,8486,4031,3690,7757,1037,7563
2015-01-08 14:00:00,8662,4088,3785,7927,1054,7728
2015-01-08 15:00:00,8715,4122,3838,8038,1062,7822
2015-01-08 16:00:00,8612,4119,3820,8081,1054,7795
2015-01-08 17:00:00,8583,4133,3819,8247,1046,7799
2015-01-08 18:00:00,8606,4147,3834,8359,1045,7825
2015-01-08 19:00:00,8409,4083,3729,8185,1026,7636
2015-01-08 20:00:00,7922,3929,3480,7719,984,7179
2015-01-08 21:00:00,7391,3763,3218,7244,938,6693
2015-01-08 22:00:00,6846,3595,2953,6798,891,6196
2015-01-08 23:00:00,6418,3456,2737,6368,853,5795
2015-01-09 00:00:00,6102,3341,2567,6070,819,5504
2015-01-09 01:00:00,5734,3216,2379,5717,785,5192
2015-01-09 02:00:00,5613,3184,2333,5612,777,5112
2015-01-09 03:00:00,6763,4126,2512,5763,1084,5738
2015-01-09 04:00:00,6849,4170,2562,5833,1104,5819
2015-01-09 05:00:00,6919,4212,2693,6027,1108,6062
2015-01-09 06:00:00,6990,4204,2836,6244,1092,6370
2015-01-09 07:00:00,6946,3630,3070,6714,912,6496
2015-01-09 08:00:00,7977,3887,3474,7373,992,7212
2015-01-09 09:00:00,9251,4821,3674,7590,1287,7895
2015-01-09 10:00:00,9446,4898,3694,7579,1335,7885
2015-01-09 11:00:00,9471,4901,3698,7588,1334,7895
2015-01-09 12:00:00,9264,4850,3611,7473,1315,7741
2015-01-09 13:00:00,9199,4816,3615,7505,1292,7765
2015-01-09 14:00:00,8309,4109,3513,7450,1058,7355
2015-01-09 15:00:00,8008,3899,3480,7450,991,7206
2015-01-09 16:00:00,7979,3915,3495,7559,989,7237
2015-01-09 17:00:00,8149,3980,3575,7856,998,7380
2015-01-09 18:00:00,8190,3999,3597,7977,998,7419
2015-01-09 19:00:00,7962,3928,3481,7773,977,7213
2015-01-09 20:00:00,7499,3780,3245,7328,936,6783
2015-01-09 21:00:00,6982,3611,2981,6858,890,6300
2015-01-09 22:00:00,7142,3989,2840,6579,1009,6254
2015-01-09 23:00:00,7245,4213,2690,6272,1084,6117
2015-01-10 00:00:00,7018,4173,2561,5976,1093,5824
2015-01-10 01:00:00,6804,4124,2443,5697,1093,5594
2015-01-10 02:00:00,6624,4060,2348,5523,1078,5432
2015-01-10 03:00:00,6528,4006,2293,5441,1062,5354
2015-01-10 04:00:00,6517,4007,2297,5437,1063,5362
2015-01-10 05:00:00,6578,4036,2353,5536,1071,5488
2015-01-10 06:00:00,6621,4070,2413,5609,1076,5641
2015-01-10 07:00:00,6690,4101,2465,5651,1081,5780
2015-01-10 08:00:00,7020,4180,2572,5853,1109,5963
2015-01-10 09:00:00,7333,4268,2693,6082,1134,6169
2015-01-10 10:00:00,7617,4354,2817,6318,1158,6387
2015-01-10 11:00:00,7744,4405,2893,6438,1173,6508
2015-01-10 12:00:00,7759,4425,2929,6495,1180,6554
2015-01-10 13:00:00,7832,4457,2982,6611,1191,6623
2015-01-10 14:00:00,7916,4502,3056,6727,1206,6725
2015-01-10 15:00:00,7335,4138,3018,6740,1062,6605
2015-01-10 16:00:00,6930,3637,3051,6921,905,6426
2015-01-10 17:00:00,7296,3748,3217,7291,933,6732
2015-01-10 18:00:00,7349,3769,3247,7385,937,6781
2015-01-10 19:00:00,7255,3738,3195,7311,928,6686
2015-01-10 20:00:00,6953,3638,3036,7000,900,6397
2015-01-10 21:00:00,6968,3810,2932,6751,957,6305
2015-01-10 22:00:00,7093,4049,2859,6577,1034,6284
2015-01-10 23:00:00,7222,4237,2748,6333,1096,6182
2015-01-11 00:00:00,7081,4192,2619,6115,1095,5934
2015-01-11 01:00:00,6892,4159,2515,5848,1099,5722
2015-01-11 02:00:00,6784,4138,2471,5741,1100,5636
2015-01-11 03:00:00,6766,4126,2483,5766,1096,5665
2015-01-11 04:00:00,6809,4169,2568,5872,1106,5798
2015-01-11 05:00:00,6872,4218,2695,6070,1113,6035
2015-01-11 06:00:00,6850,4224,2735,6141,1109,6153
2015-01-11 07:00:00,6800,4224,2716,6074,1112,6142
2015-01-11 08:00:00,6964,4282,2715,6052,1147,6103
2015-01-11 09:00:00,7077,4299,2729,6101,1149,6135
2015-01-11 10:00:00,7272,4341,2799,6262,1159,6267
2015-01-11 11:00:00,7422,4375,2854,6391,1167,6366
2015-01-11 12:00:00,7499,4392,2880,6454,1172,6412
2015-01-11 13:00:00,7599,4422,2931,6554,1181,6499
2015-01-11 14:00:00,7658,4442,2972,6630,1188,6571
2015-01-11 15:00:00,7425,4354,2961,6664,1129,6595
2015-01-11 16:00:00,6859,3805,2960,6751,958,6348
2015-01-11 17:00:00,7090,3703,3143,7195,920,6576
2015-01-11 18:00:00,7236,3746,3207,7348,930,6689
2015-01-11 19:00:00,7088,3697,3130,7217,917,6550
2015-01-11 20:00:00,6892,3704,2976,6897,922,6318
2015-01-11 21:00:00,7025,3974,2882,6652,1008,6291
2015-01-11 22:00:00,7173,4249,2790,6430,1096,6259
2015-01-11 23:00:00,6993,4203,2627,6063,1101,5922
2015-01-12 00:00:00,6940,4172,2546,5951,1096,5779
2015-01-12 01:00:00,6723,4109,2420,5663,1092,5546
2015-01-12 02:00:00,6551,4063,2344,5508,1080,5413
2015-01-12 03:00:00,6555,4065,2358,5527,1081,5440
2015-01-12 04:00:00,6665,4116,2434,5635,1097,5572
2015-01-12 05:00:00,6805,4191,2605,5891,1108,5888
2015-01-12 06:00:00,7056,4247,2804,6242,1104,6312
2015-01-12 07:00:00,7056,3660,3118,6833,922,6568
2015-01-12 08:00:00,8218,3953,3586,7590,1014,7400
2015-01-12 09:00:00,8507,4042,3676,7726,1041,7570
2015-01-12 10:00:00,9794,4998,3864,7886,1368,8177
2015-01-12 11:00:00,9854,5009,3881,7918,1371,8209
2015-01-12 12:00:00,9640,4957,3790,7786,1352,8047
2015-01-12 13:00:00,9183,4682,3741,7746,1238,7954
2015-01-12 14:00:00,8549,4034,3705,7785,1038,7595
2015-01-12 15:00:00,8546,4047,3726,7848,1040,7630
2015-01-12 16:00:00,8318,4008,3651,7799,1021,7506
2015-01-12 17:00:00,8261,4017,3639,7948,1011,7490
2015-01-12 18:00:00,8371,4054,3687,8129,1016,7571
2015-01-12 19:00:00,8229,4005,3608,8010,1001,7430
2015-01-12 20:00:00,7693,3836,3337,7515,955,6928
2015-01-12 21:00:00,7148,3671,3076,7028,910,6445
2015-01-12 22:00:00,7107,3989,2870,6603,1013,6270
2015-01-12 23:00:00,7160,4214,2682,6213,1092,6064
2015-01-13 00:00:00,6981,4172,2556,5957,1095,5808
2015-01-13 01:00:00,6734,4099,2401,5619,1089,5525
2015-01-13 02:00:00,6602,4059,2343,5499,1078,5425
2015-01-13 03:00:00,6567,4049,2336,5478,1076,5414
2015-01-13 04:00:00,6607,4068,2370,5525,1082,5478
2015-01-13 05:00:00,6740,4127,2475,5706,1094,5690
2015-01-13 06:00:00,6998,4199,2685,6043,1095,6125
2015-01-13 07:00:00,6983,3629,3028,6650,913,6431
2015-01-13 08:00:00,8104,3898,3496,7404,998,7245
2015-01-13 09:00:00,8358,3964,3595,7553,1018,7414
2015-01-13 10:00:00,8634,4192,3631,7578,1090,7568
2015-01-13 11:00:00,8465,3989,3632,7614,1027,7475
2015-01-13 12:00:00,8286,3949,3562,7520,1013,7348
2015-01-13 13:00:00,8472,4004,3655,7679,1030,7506
2015-01-13 14:00:00,8577,4041,3717,7793,1042,7610
2015-01-13 15:00:00,8547,4050,3731,7847,1042,7636
2015-01-13 16:00:00,8293,4005,3646,7781,1021,7493
2015-01-13 17:00:00,8221,4009,3626,7918,1010,7460
2015-01-13 18:00:00,8322,4045,3672,8106,1014,7536
2015-01-13 19:00:00,8183,4000,3598,7993,1002,7403
2015-01-13 20:00:00,7723,3855,3366,7559,961,6981
2015-01-13 21:00:00,7193,3693,3112,7095,916,6512
2015-01-13 22:00:00,6585,3511,2827,6603,865,5982
2015-01-13 23:00:00,6036,3305,2506,6072,803,5443
2015-01-14 00:00:00,6239,3676,2412,5832,921,5464
2015-01-14 01:00:00,6281,3897,2361,5603,996,5471
2015-01-14 02:00:00,6568,4074,2409,5630,1071,5541
2015-01-14 03:00:00,6692,4127,2456,5692,1099,5610
2015-01-14 04:00:00,6405,4023,2497,5749,1040,5709
2015-01-14 05:00:00,6798,4161,2579,5975,1094,5903
2015-01-14 06:00:00,7032,4200,2743,6296,1084,6290
2015-01-14 07:00:00,7014,3605,3041,6863,897,6517
2015-01-14 08:00:00,8177,3900,3507,7620,989,7343
2015-01-14 09:00:00,9458,4851,3717,7801,1294,8023
2015-01-14 10:00:00,9688,4934,3767,7840,1342,8071
2015-01-14 11:00:00,9725,4939,3775,7842,1345,8079
2015-01-14 12:00:00,9523,4890,3689,7725,1328,7920
2015-01-14 13:00:00,9820,5027,3918,8004,1369,8255
2015-01-14 14:00:00,8750,4107,3819,8005,1061,7778
2015-01-14 15:00:00,8756,4128,3855,8086,1066,7838
2015-01-14 16:00:00,8338,3956,3579,7875,997,7463
2015-01-14 17:00:00,8310,3970,3575,8065,988,7462
2015-01-14 18:00:00,8413,4006,3623,8265,992,7546
2015-01-14 19:00:00,8215,3949,3532,8102,977,7374
2015-01-14 20:00:00,7688,3796,3285,7595,937,6907
2015-01-14 21:00:00,7158,3641,3040,7110,895,6440
2015-01-14 22:00:00,6646,3490,2803,6675,855,5986
2015-01-14 23:00:00,7193,4237,2812,6393,1096,6269
2015-01-15 00:00:00,7105,4224,2704,6172,1103,6055
2015-01-15 01:00:00,6863,4156,2515,5810,1099,5727
2015-01-15 02:00:00,6764,4136,2473,5706,1099,5646
2015-01-15 03:00:00,6732,4116,2471,5706,1093,5654
2015-01-15 04:00:00,6763,4141,2523,5774,1098,5743
2015-01-15 05:00:00,6869,4204,2668,5983,1109,6005
2015-01-15 06:00:00,7017,4222,2830,6244,1098,6363
2015-01-15 07:00:00,7137,3668,3135,6840,925,6609
2015-01-15 08:00:00,8250,3942,3574,7545,1012,7386
2015-01-15 09:00:00,9533,4875,3793,7790,1304,8106
2015-01-15 10:00:00,9817,4989,3856,7846,1367,8166
2015-01-15 11:00:00,9911,5014,3899,7917,1375,8244
2015-01-15 12:00:00,9736,4976,3831,7835,1361,8119
2015-01-15 13:00:00,9859,5021,3909,7967,1370,8250
2015-01-15 14:00:00,8721,4080,3786,7929,1053,7738
2015-01-15 15:00:00,8716,4095,3809,7991,1056,7777
2015-01-15 16:00:00,8482,4053,3729,7932,1036,7642
2015-01-15 17:00:00,8405,4053,3708,8062,1024,7613
2015-01-15 18:00:00,8508,4091,3759,8239,1029,7702
2015-01-15 19:00:00,8320,4032,3664,8081,1012,7531
2015-01-15 20:00:00,7826,3876,3415,7621,969,7075
2015-01-15 21:00:00,7288,3710,3153,7147,923,6590
2015-01-15 22:00:00,7055,3855,2924,6711,972,6288
2015-01-15 23:00:00,7241,4245,2784,6356,1096,6243
2015-01-16 00:00:00,7111,4200,2656,6129,1094,6011
2015-01-16 01:00:00,6911,4164,2543,5851,1098,5789
2015-01-16 02:00:00,6826,4158,2516,5764,1101,5730
2015-01-16 03:00:00,6830,4167,2543,5803,1103,5779
2015-01-16 04:00:00,6868,4194,2620,5913,1108,5909
2015-01-16 05:00:00,6970,4239,2769,6155,1111,6197
2015-01-16 06:00:00,6888,4067,2768,6278,1042,6284
2015-01-16 07:00:00,7084,3622,3068,6858,903,6573
2015-01-16 08:00:00,8179,3898,3501,7549,989,7333
2015-01-16 09:00:00,8545,4041,3715,7765,1040,7632
2015-01-16 10:00:00,9490,4867,3789,7788,1296,8108
2015-01-16 11:00:00,8962,4446,3704,7678,1165,7806
2015-01-16 12:00:00,8238,3932,3531,7482,1004,7308
2015-01-16 13:00:00,8277,3949,3557,7521,1010,7346
2015-01-16 14:00:00,8327,3973,3599,7604,1017,7414
2015-01-16 15:00:00,8258,3981,3612,7660,1017,7432
2015-01-16 16:00:00,8155,3982,3604,7733,1011,7421
2015-01-16 17:00:00,8302,4045,3685,8026,1020,7566
2015-01-16 18:00:00,8195,3952,3538,8042,975,7410
2015-01-16 19:00:00,8010,3902,3459,7901,961,7267
2015-01-16 20:00:00,7593,3778,3260,7503,929,6890
2015-01-16 21:00:00,7119,3631,3034,7071,891,6456
2015-01-16 22:00:00,6737,3505,2834,6746,856,6077
2015-01-16 23:00:00,6371,3382,2636,6361,822,5717
2015-01-17 00:00:00,6051,3316,2544,6093,812,5475
2015-01-17 01:00:00,5740,3219,2392,5804,784,5222
2015-01-17 02:00:00,5640,3202,2371,5751,781,5180
2015-01-17 03:00:00,5610,3169,2326,5752,768,5151
2015-01-17 04:00:00,5653,3201,2384,5842,779,5248
2015-01-17 05:00:00,5798,3270,2509,6059,799,5490
2015-01-17 06:00:00,5881,3306,2579,6169,807,5671
2015-01-17 07:00:00,6007,3347,2647,6256,816,5847
2015-01-17 08:00:00,6229,3392,2699,6320,830,5917
2015-01-17 09:00:00,6422,3435,2751,6386,843,5986
2015-01-17 10:00:00,6773,3577,2963,6634,892,6289
2015-01-17 11:00:00,6782,3559,2929,6607,884,6244
2015-01-17 12:00:00,6685,3536,2889,6540,877,6161
2015-01-17 13:00:00,6724,3550,2910,6615,881,6181
2015-01-17 14:00:00,6628,3483,2813,6572,855,6060
2015-01-17 15:00:00,6674,3502,2851,6679,859,6144
2015-01-17 16:00:00,6815,3546,2922,6869,869,6289
2015-01-17 17:00:00,7210,3662,3101,7271,897,6628
2015-01-17 18:00:00,7293,3692,3143,7397,904,6704
2015-01-17 19:00:00,7191,3663,3093,7313,896,6607
2015-01-17 20:00:00,6900,3575,2951,7004,873,6334
2015-01-17 21:00:00,6659,3502,2834,6745,855,6094
2015-01-17 22:00:00,6539,3498,2747,6565,859,5926
2015-01-17 23:00:00,6232,3366,2616,6267,823,5635
2015-01-18 00:00:00,6070,3320,2549,6116,813,5479
2015-01-18 01:00:00,5785,3234,2418,5842,790,5250
2015-01-18 02:00:00,5626,3192,2356,5723,779,5144
2015-01-18 03:00:00,5627,3200,2373,5757,782,5176
2015-01-18 04:00:00,5660,3216,2406,5833,786,5250
2015-01-18 05:00:00,5760,3259,2486,6006,797,5434
2015-01-18 06:00:00,5753,3268,2513,6069,797,5532
2015-01-18 07:00:00,5679,3252,2489,6013,791,5525
2015-01-18 08:00:00,5681,3245,2462,5975,787,5468
2015-01-18 09:00:00,5836,3283,2508,6061,796,5544
2015-01-18 10:00:00,6090,3353,2612,6269,815,5727
2015-01-18 11:00:00,6253,3395,2676,6407,826,5841
2015-01-18 12:00:00,6359,3424,2720,6504,834,5919
2015-01-18 13:00:00,6463,3456,2774,6619,843,6018
2015-01-18 14:00:00,6514,3472,2804,6683,847,6073
2015-01-18 15:00:00,6514,3477,2818,6728,849,6102
2015-01-18 16:00:00,6618,3509,2867,6857,856,6199
2015-01-18 17:00:00,7086,3639,3065,7294,889,6563
2015-01-18 18:00:00,7249,3689,3138,7466,901,6694
2015-01-18 19:00:00,7111,3649,3072,7341,891,6565
2015-01-18 20:00:00,6809,3557,2923,7014,867,6278
2015-01-18 21:00:00,6577,3485,2805,6751,849,6039
2015-01-18 22:00:00,6326,3408,2683,6497,830,5787
2015-01-18 23:00:00,5940,3275,2471,6058,795,5398
2015-01-19 00:00:00,5864,3250,2439,5979,789,5316
2015-01-19 01:00:00,5589,3161,2303,5713,765,5092
2015-01-19 02:00:00,5489,3141,2277,5656,760,5050
2015-01-19 03:00:00,5538,3174,2335,5740,771,5143
2015-01-19 04:00:00,5674,3236,2443,5904,791,5327
2015-01-19 05:00:00,5877,3306,2565,6143,809,5592
2015-01-19 06:00:00,6288,3431,2767,6494,843,6004
2015-01-19 07:00:00,7251,3691,3175,7145,920,6775
2015-01-19 08:00:00,8382,3972,3623,7853,1009,7566
2015-01-19 09:00:00,8616,4029,3705,7960,1026,7701
2015-01-19 10:00:00,8651,4034,3711,7950,1030,7703
2015-01-19 11:00:00,8730,4052,3738,7994,1035,7749
2015-01-19 12:00:00,8513,3998,3648,7867,1017,7588
2015-01-19 13:00:00,8602,4021,3690,7936,1025,7661
2015-01-19 14:00:00,8691,4049,3737,8029,1033,7747
2015-01-19 15:00:00,8688,4059,3753,8107,1032,7783
2015-01-19 16:00:00,8437,4009,3661,8048,1009,7637
2015-01-19 17:00:00,8364,4009,3639,8183,996,7610
2015-01-19 18:00:00,8487,4050,3695,8378,1002,7707
2015-01-19 19:00:00,8338,4008,3623,8252,991,7569
2015-01-19 20:00:00,7829,3859,3379,7769,952,7097
2015-01-19 21:00:00,7279,3697,3123,7265,909,6607
2015-01-19 22:00:00,6745,3538,2876,6811,866,6132
2015-01-19 23:00:00,6273,3381,2630,6325,824,5682
2015-01-20 00:00:00,6009,3303,2514,6084,804,5449
