Generator,carrier,bus,p_nom_min,p_nom,p_nom_extendable,efficiency,marginal_cost,capital_cost,build_year,lifetime,p_nom_max,p_max_pu,weight,grid_connection_cost,turbine_cost,control,type,p_min_pu,p_set,q_set,sign,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt
C5012,biomass,5679,0.537,0.537,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5013,biomass,5779,0.98,0.98,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5014,biomass,5692,0.625,0.625,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5015,biomass,3391,0.1,0.1,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5016,biomass,4625,0.45,0.45,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5017,biomass,4904,0.078,0.078,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5018,biomass,4558,5.36,5.36,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5019,biomass,4870,0.615,0.615,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5020,biomass,5790,0.3,0.3,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5021,biomass,5688,0.536,0.536,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5022,biomass,3795,0.12,0.12,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5023,biomass,5790,0.625,0.625,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5024,biomass,3375,0.012,0.012,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5025,biomass,4566,0.7,0.7,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5026,biomass,5786,0.252,0.252,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5027,biomass,3796,0.541,0.541,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5028,biomass,4877,0.795,0.795,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5029,biomass,4743,0.5,0.5,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5030,biomass,4944,0.526,0.526,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5031,biomass,3599,0.0055,0.0055,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5032,biomass,3378,0.515,0.515,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5033,biomass,4593,0.716,0.716,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5034,biomass,4726,0.625,0.625,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5035,biomass,3796,1.542,1.542,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5036,biomass,4799,0.3,0.3,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5037,biomass,4885,0.195,0.195,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5038,biomass,3796,0.442,0.442,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5039,biomass,3796,0.005,0.005,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5040,biomass,4885,0.5,0.5,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5041,biomass,3779,0.42,0.42,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5042,biomass,4589,1.21,1.21,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5043,biomass,3394,0.4,0.4,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5044,biomass,7052,0.531,0.531,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5045,biomass,4936,0.008,0.008,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5046,biomass,3571,0.005,0.005,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5047,biomass,3760,0.43,0.43,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5048,biomass,4887,0.549,0.549,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5049,biomass,5827,0.562,0.562,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5050,biomass,3397,0.19,0.19,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5051,biomass,4620,0.347,0.347,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5052,biomass,3792,0.53,0.53,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5053,biomass,5679,0.825,0.825,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5054,biomass,3397,0.685,0.685,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5055,biomass,4591,0.18,0.18,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5056,biomass,4900,0.537,0.537,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5057,biomass,4574,0.216,0.216,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5058,biomass,4690,1.25,1.25,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5059,biomass,3806,0.415,0.415,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5060,biomass,3382,0.2,0.2,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5061,biomass,5696,0.549,0.549,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5062,biomass,4874,0.7,0.7,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5063,biomass,4874,1.33,1.33,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5064,biomass,4874,0.64,0.64,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5065,biomass,5772,0.499,0.499,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5066,biomass,4874,0.5,0.5,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5067,biomass,5790,0.3,0.3,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5068,biomass,3375,0.02,0.02,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5069,biomass,4569,0.5,0.5,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5070,biomass,5880,1.56,1.56,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5071,biomass,3601,0.549,0.549,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5072,biomass,3802,0.75,0.75,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5073,biomass,4723,0.55,0.55,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5074,biomass,4569,1.102,1.102,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5075,biomass,4556,1.9,1.9,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5076,biomass,4723,0.625,0.625,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5077,biomass,3397,0.2,0.2,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5078,biomass,3796,0.192,0.192,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5079,biomass,5869,0.25,0.25,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5080,biomass,4582,0.13,0.13,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5081,biomass,3753,0.43,0.43,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5082,biomass,5827,1.07,1.07,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5083,biomass,3379,0.1,0.1,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5084,biomass,5698,1.751,1.751,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5085,biomass,4874,0.538,0.538,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5086,biomass,4749,0.537,0.537,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5087,biomass,4570,1.692,1.692,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5088,biomass,4749,0.42,0.42,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5089,biomass,3379,0.185,0.185,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5090,biomass,4723,0.27,0.27,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5091,biomass,4585,0.373,0.373,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5092,biomass,4921,0.33,0.33,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5093,biomass,4551,0.549,0.549,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5094,biomass,5867,1.504,1.504,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5095,biomass,4590,0.276,0.276,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5096,biomass,3376,0.5,0.5,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5097,biomass,3382,1.255,1.255,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5098,biomass,3752,0.011,0.011,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5099,biomass,4589,0.1,0.1,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5100,biomass,4863,0.24,0.24,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5101,biomass,5696,0.625,0.625,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5102,biomass,3799,0.16,0.16,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5103,biomass,4591,0.398,0.398,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5104,biomass,3397,0.612,0.612,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5105,biomass,3755,0.612,0.612,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5106,biomass,4896,2.0,2.0,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5107,biomass,4871,0.19,0.19,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5108,biomass,4942,1.46,1.46,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5109,biomass,4591,0.012,0.012,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5110,biomass,4729,0.0053,0.0053,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5111,biomass,3797,0.1,0.1,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5112,biomass,3391,0.15,0.15,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5113,biomass,3380,0.545,0.545,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5114,biomass,3760,0.45,0.45,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5115,biomass,5877,0.77,0.77,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5116,biomass,3382,0.225,0.225,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5117,biomass,3797,0.37,0.37,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5118,biomass,3760,0.025,0.025,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5119,biomass,4747,0.526,0.526,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5120,biomass,4747,1.067,1.067,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5121,biomass,4747,0.18,0.18,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5122,biomass,3760,0.025,0.025,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5123,biomass,3793,0.55,0.55,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5124,biomass,3379,0.3603,0.3603,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5125,biomass,5790,0.74,0.74,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5126,biomass,3574,0.31,0.31,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5127,biomass,3565,1.784,1.784,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5128,biomass,3779,0.045,0.045,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5129,biomass,4930,0.33,0.33,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5130,biomass,4793,0.35,0.35,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5131,biomass,3760,0.5,0.5,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5132,biomass,5867,0.78,0.78,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5133,biomass,3394,1.09,1.09,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5134,biomass,3795,0.03,0.03,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5135,biomass,4793,0.75,0.75,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
C5136,biomass,4880,0.382,0.382,False,0.47,14.893617021276597,278083.0653560446,2006,inf,inf,1.0,,,,PQ,,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0,0.0
